,order_id,customer_id,product_id,order_date,quantity,amount,order_status,quantity_numeric,customer_match_status,product_status_match,test_date_clean,test_date_status,clean_amount,row_id,amount_status,reject_reason
50020,ORD00093550,CUST019411,PROD0083,2025-10-03,0,6172.5,Cancelled,0.0,Matched,matched,2025-10-03,valid,6172.5,50020,matched,INVALID_QUANTITY
50039,ORD00044088,CUST011025,PROD0004,2025-10-16,0,36063.99,Delivered,0.0,Matched,matched,2025-10-16,valid,36063.99,50039,matched,INVALID_QUANTITY
50908,ORD00066007,CUST014316,PROD0027,2024-06-06,3,17764.91,delivered,3.0,Matched,matched,2024-06-06,valid,24224.88,50908,Mismatched,INVALID_AMOUNT
50920,ORD00092829,CUST018750,PROD0065,2025-11-21,-2,21740.96,Shipped,-2.0,Matched,matched,2025-11-21,valid,21740.96,50920,matched,INVALID_QUANTITY
50960,ORD00057856,CUST011097,PROD0024,2022-07-30,-2,17690.78,Delivered,-2.0,Matched,matched,2022-07-30,valid,17690.78,50960,matched,INVALID_QUANTITY
51033,ORD00023478,CUST002112,PROD0082,2022-02-28,-1,5091.81,Delivered,-1.0,Matched,matched,2022-02-28,valid,5091.81,51033,matched,INVALID_QUANTITY
51230,ORD00082745,CUST015466,PROD0028,2025-10-22,-2,48301.77,Shipped,-2.0,Matched,matched,2025-10-22,valid,48301.77,51230,matched,INVALID_QUANTITY
51736,ORD00040083,CUST001371,PROD0037,2023-04-25,abc,53698.68,Delivered,,Matched,matched,2023-04-25,valid,53698.68,51736,matched,INVALID_QUANTITY
51951,ORD00085568,CUST014746,PROD0034,2025-10-24,-5,37537.8,Delivered,-5.0,Matched,matched,2025-10-24,valid,37537.8,51951,matched,INVALID_QUANTITY
52087,ORD00062232,CUST005007,PROD0087,2024-08-17,abc,13655.46,Cancelled,,Matched,matched,2024-08-17,valid,13655.46,52087,matched,INVALID_QUANTITY
52436,ORD00057726,CUST006354,PROD0023,2024-08-05,2,2264.28,delivered,2.0,Matched,matched,2024-08-05,valid,4116.88,52436,Mismatched,INVALID_AMOUNT
52492,ORD00057052,CUST005789,PROD0028,2021-12-11,2,17710.65,pending,2.0,Matched,matched,2021-12-11,valid,32201.18,52492,Mismatched,INVALID_AMOUNT
52509,ORD00077784,CUST019601,PROD0045,2024-04-09,-2,1233.03,Delivered,-2.0,Matched,matched,2024-04-09,valid,1233.03,52509,matched,INVALID_QUANTITY
52524,ORD00076591,CUST012185,PROD0020,2024-08-26,-1,95185.16,Shipped,-1.0,Matched,matched,2024-08-26,valid,95185.16,52524,matched,INVALID_QUANTITY
52602,ORD00017189,CUST003878,PROD0049,2025-09-29,2,7838.71,delivered,2.0,Matched,matched,2025-09-29,valid,14252.2,52602,Mismatched,INVALID_AMOUNT
52626,ORD00019081,CUST007437,PROD0035,2024-11-16,5,76572.28,cancelled,5.0,Matched,matched,2024-11-16,valid,87013.95000000001,52626,Mismatched,INVALID_AMOUNT
52702,ORD00022464,CUST001086,PROD0035,2024-05-23,,34805.58,Delivered,,Matched,matched,2024-05-23,valid,34805.58,52702,matched,INVALID_QUANTITY
52821,ORD00096499,CUST012907,PROD0067,2025-04-02,2,2438.77,returned,2.0,Matched,matched,2025-04-02,valid,4434.12,52821,Mismatched,INVALID_AMOUNT
52902,ORD00008365,CUST013987,PROD0048,2025-10-21,4,8042.56,delivered,4.0,Matched,matched,2025-10-21,valid,9748.56,52902,Mismatched,INVALID_AMOUNT
53030,ORD00088760,CUST011184,PROD0026,2024-10-25,0,108364.1,Delivered,0.0,Matched,matched,2024-10-25,valid,108364.1,53030,matched,INVALID_QUANTITY
53035,ORD00022819,CUST008914,PROD0059,2025-05-10,-5,1921.07,Returned,-5.0,Matched,matched,2025-05-10,valid,1921.07,53035,matched,INVALID_QUANTITY
53145,ORD00079289,CUST012491,PROD0096,2025-12-02,-1,3019.59,Delivered,-1.0,Matched,matched,2025-12-02,valid,3019.59,53145,matched,INVALID_QUANTITY
53457,ORD00016438,CUST001814,PROD0012,2025-03-30,0,142099.05,Delivered,0.0,Matched,matched,2025-03-30,valid,142099.05,53457,matched,INVALID_QUANTITY
53529,ORD00080791,CUST014244,PROD0068,2024-01-16,0,6416.74,Delivered,0.0,Matched,matched,2024-01-16,valid,6416.74,53529,matched,INVALID_QUANTITY
53808,ORD00082354,CUST003373,PROD0040,2025-02-15,-1,1751.32,Delivered,-1.0,Matched,matched,2025-02-15,valid,1751.32,53808,matched,INVALID_QUANTITY
53947,ORD00063917,CUST002250,PROD0022,2024-08-09,-1,9040.82,Delivered,-1.0,Matched,matched,2024-08-09,valid,9040.82,53947,matched,INVALID_QUANTITY
53991,ORD00086947,CUST003340,PROD0055,2025-04-05,0,1421.9,Delivered,0.0,Matched,matched,2025-04-05,valid,1421.9,53991,matched,INVALID_QUANTITY
54021,ORD00051320,CUST001298,PROD0077,2024-10-31,5,2456.92,delivered,5.0,Matched,matched,2024-10-31,valid,2791.95,54021,Mismatched,INVALID_AMOUNT
54068,ORD00076102,CUST002443,PROD0092,2024-11-10,2,3931.76,returned,2.0,Matched,matched,2024-11-10,valid,7148.66,54068,Mismatched,INVALID_AMOUNT
54531,ORD00011262,CUST013363,PROD0095,2023-03-19,6,9843.57,delivered,6.0,Matched,matched,2023-03-19,valid,10738.44,54531,Mismatched,INVALID_AMOUNT
54690,ORD00026668,CUST016558,PROD0067,2023-02-26,-2,2217.06,Returned,-2.0,Matched,matched,2023-02-26,valid,2217.06,54690,matched,INVALID_QUANTITY
54838,ORD00075411,CUST019252,PROD0037,2025-04-11,2,19689.52,delivered,2.0,Matched,matched,2025-04-11,valid,35799.12,54838,Mismatched,INVALID_AMOUNT
54918,ORD00028933,CUST015824,PROD0033,2024-05-23,3,42382.98,delivered,3.0,Matched,matched,2024-05-23,valid,57794.97,54918,Mismatched,INVALID_AMOUNT
54934,ORD00062081,CUST010442,PROD0053,2024-02-07,-2,9772.82,Shipped,-2.0,Matched,matched,2024-02-07,valid,9772.82,54934,matched,INVALID_QUANTITY
55080,ORD00057542,CUST018631,PROD0099,2024-07-23,0,612.78,Delivered,0.0,Matched,matched,2024-07-23,valid,612.78,55080,matched,INVALID_QUANTITY
55420,ORD00050941,CUST008772,PROD0001,2025-06-29,0,28590.98,Delivered,0.0,Matched,matched,2025-06-29,valid,28590.98,55420,matched,INVALID_QUANTITY
55520,ORD00007599,CUST008599,PROD0075,2025-02-25,abc,1127.95,Delivered,,Matched,matched,2025-02-25,valid,1127.95,55520,matched,INVALID_QUANTITY
55531,ORD00006011,CUST001919,PROD0078,2025-11-26,-5,338.84,Delivered,-5.0,Matched,matched,2025-11-26,valid,338.84,55531,matched,INVALID_QUANTITY
55565,ORD00081186,CUST016312,PROD0039,2025-03-23,-5,4468.46,Delivered,-5.0,Matched,matched,2025-03-23,valid,4468.46,55565,matched,INVALID_QUANTITY
55793,ORD00003207,CUST002676,PROD0058,2022-10-23,-2,2048.33,Delivered,-2.0,Matched,matched,2022-10-23,valid,2048.33,55793,matched,INVALID_QUANTITY
55937,ORD00078642,CUST019157,PROD0069,2025-09-17,,6975.53,Shipped,,Matched,matched,2025-09-17,valid,6975.53,55937,matched,INVALID_QUANTITY
55972,ORD00026169,CUST013727,PROD0071,2022-11-01,0,5394.66,Returned,0.0,Matched,matched,2022-11-01,valid,5394.66,55972,matched,INVALID_QUANTITY
56614,ORD00011435,CUST007294,PROD0055,2025-09-26,-2,1421.9,Shipped,-2.0,Matched,matched,2025-09-26,valid,1421.9,56614,matched,INVALID_QUANTITY
56635,ORD00018222,CUST013700,PROD0084,2023-03-17,3,2597.61,cancelled,3.0,Matched,matched,2023-03-17,valid,3542.19,56635,Mismatched,INVALID_AMOUNT
56654,ORD00042784,CUST003751,PROD0062,2023-11-11,-5,1454.85,Cancelled,-5.0,Matched,matched,2023-11-11,valid,1454.85,56654,matched,INVALID_QUANTITY
56705,ORD00002214,CUST007532,PROD0084,2025-04-01,abc,11807.3,Delivered,,Matched,matched,2025-04-01,valid,11807.3,56705,matched,INVALID_QUANTITY
56759,ORD00032530,CUST004714,PROD0071,2023-07-16,2,1978.04,cancelled,2.0,Matched,matched,2023-07-16,valid,3596.44,56759,Mismatched,INVALID_AMOUNT
56778,ORD00053504,CUST009422,PROD0056,2024-09-27,2,3710.05,pending,2.0,Matched,matched,2024-09-27,valid,6745.54,56778,Mismatched,INVALID_AMOUNT
56806,ORD00059940,CUST007437,PROD0074,2024-09-25,,838.22,Delivered,,Matched,matched,2024-09-25,valid,838.22,56806,matched,INVALID_QUANTITY
56890,ORD00085818,CUST002787,PROD0035,2025-07-14,-5,87013.95,Delivered,-5.0,Matched,matched,2025-07-14,valid,87013.95,56890,matched,INVALID_QUANTITY
56979,ORD00045544,CUST014714,PROD0068,2025-08-18,3,14116.83,cancelled,3.0,Matched,matched,2025-08-18,valid,19250.22,56979,Mismatched,INVALID_AMOUNT
57050,ORD00012251,CUST005692,PROD0008,2023-08-09,-2,56010.44,Delivered,-2.0,Matched,matched,2023-08-09,valid,56010.44,57050,matched,INVALID_QUANTITY
57144,ORD00022291,CUST017436,PROD0020,2024-07-31,-2,47592.58,Shipped,-2.0,Matched,matched,2024-07-31,valid,47592.58,57144,matched,INVALID_QUANTITY
57394,ORD00002940,CUST005762,PROD0064,2024-06-12,-2,11376.62,Pending,-2.0,Matched,matched,2024-06-12,valid,11376.62,57394,matched,INVALID_QUANTITY
57406,ORD00066653,CUST002142,PROD0028,2025-12-30,0,48301.77,Delivered,0.0,Matched,matched,2025-12-30,valid,48301.77,57406,matched,INVALID_QUANTITY
57442,ORD00063970,CUST004224,PROD0014,2024-07-25,5,143890.43,delivered,5.0,Matched,matched,2024-07-25,valid,163511.85,57442,Mismatched,INVALID_AMOUNT
57623,ORD00031100,CUST011633,PROD0045,2023-06-04,-1,1233.03,Pending,-1.0,Matched,matched,2023-06-04,valid,1233.03,57623,matched,INVALID_QUANTITY
58424,ORD00082922,CUST008469,PROD0054,2025-01-11,abc,170.37,Cancelled,,Matched,matched,2025-01-11,valid,170.37,58424,matched,INVALID_QUANTITY
58498,ORD00087295,CUST014500,PROD0092,2021-12-17,-5,3574.33,Pending,-5.0,Matched,matched,2021-12-17,valid,3574.33,58498,matched,INVALID_QUANTITY
58594,ORD00091210,CUST013890,PROD0063,2025-08-04,-1,1957.06,Delivered,-1.0,Matched,matched,2025-08-04,valid,1957.06,58594,matched,INVALID_QUANTITY
58766,ORD00019243,CUST002328,PROD0072,2025-05-30,2,6621.84,delivered,2.0,Matched,matched,2025-05-30,valid,12039.7,58766,Mismatched,INVALID_AMOUNT
59287,ORD00022746,CUST007462,PROD0025,2024-03-29,4,58791.32,cancelled,4.0,Matched,matched,2024-03-29,valid,71262.2,59287,Mismatched,INVALID_AMOUNT
59411,ORD00098587,CUST019094,PROD0093,2023-12-17,-1,3489.57,Delivered,-1.0,Matched,matched,2023-12-17,valid,3489.57,59411,matched,INVALID_QUANTITY
59506,ORD00053326,CUST008796,PROD0041,2024-12-31,-2,2279.16,Shipped,-2.0,Matched,matched,2024-12-31,valid,2279.16,59506,matched,INVALID_QUANTITY
59635,ORD00049895,CUST014091,PROD0078,2024-06-10,abc,84.71,Shipped,,Matched,matched,2024-06-10,valid,84.71,59635,matched,INVALID_QUANTITY
59736,ORD00044526,CUST011649,PROD0075,2024-01-05,-5,1127.95,Cancelled,-5.0,Matched,matched,2024-01-05,valid,1127.95,59736,matched,INVALID_QUANTITY
59793,ORD00054140,CUST013497,PROD0051,2024-09-04,7,44163.83,cancelled,7.0,Matched,matched,2024-09-04,valid,46840.43,59793,Mismatched,INVALID_AMOUNT
59805,ORD00007006,CUST001534,PROD0054,2021-07-20,-2,681.48,Delivered,-2.0,Matched,matched,2021-07-20,valid,681.48,59805,matched,INVALID_QUANTITY
59818,ORD00092187,CUST006856,PROD0017,2025-11-23,,88839.54,Delivered,,Matched,matched,2025-11-23,valid,88839.54,59818,matched,INVALID_QUANTITY
59845,ORD00084311,CUST011032,PROD0054,2023-03-22,0,681.48,Shipped,0.0,Matched,matched,2023-03-22,valid,681.48,59845,matched,INVALID_QUANTITY
59911,ORD00038175,CUST018495,PROD0041,2025-04-01,2,2507.08,delivered,2.0,Matched,matched,2025-04-01,valid,4558.32,59911,Mismatched,INVALID_AMOUNT
60060,ORD00038192,CUST012593,PROD0093,2025-10-30,abc,1163.19,Shipped,,Matched,matched,2025-10-30,valid,1163.19,60060,matched,INVALID_QUANTITY
60389,ORD00005199,CUST007559,PROD0077,2025-04-15,-5,558.39,Delivered,-5.0,Matched,matched,2025-04-15,valid,558.39,60389,matched,INVALID_QUANTITY
60441,ORD00074752,CUST010715,PROD0003,2025-05-04,,45430.69,Delivered,,Matched,matched,2025-05-04,valid,45430.69,60441,matched,INVALID_QUANTITY
60538,ORD00026967,CUST012395,PROD0079,2024-10-01,4,4174.83,delivered,4.0,Matched,matched,2024-10-01,valid,5060.4,60538,Mismatched,INVALID_AMOUNT
60849,ORD00050494,CUST012854,PROD0095,2025-09-10,0,10738.44,Delivered,0.0,Matched,matched,2025-09-10,valid,10738.44,60849,matched,INVALID_QUANTITY
60878,ORD00027136,CUST016593,PROD0076,2024-07-02,3,2768.08,delivered,3.0,Matched,matched,2024-07-02,valid,3774.66,60878,Mismatched,INVALID_AMOUNT
61167,ORD00030442,CUST009478,PROD0051,2024-04-03,0,20074.47,Delivered,0.0,Matched,matched,2024-04-03,valid,20074.47,61167,matched,INVALID_QUANTITY
61212,ORD00055996,CUST015613,PROD0050,2023-08-20,2,4387.74,shipped,2.0,Matched,matched,2023-08-20,valid,7977.7,61212,Mismatched,INVALID_AMOUNT
61560,ORD00053536,CUST010397,PROD0013,2025-08-22,2,22225.21,delivered,2.0,Matched,matched,2025-08-22,valid,40409.48,61560,Mismatched,INVALID_AMOUNT
61968,ORD00068838,CUST004681,PROD0051,2025-08-01,-2,6691.49,Pending,-2.0,Matched,matched,2025-08-01,valid,6691.49,61968,matched,INVALID_QUANTITY
62007,ORD00075605,CUST004502,PROD0072,2023-10-09,-2,6019.85,Delivered,-2.0,Matched,matched,2023-10-09,valid,6019.85,62007,matched,INVALID_QUANTITY
62576,ORD00059909,CUST001512,PROD0094,2025-06-24,-1,527.55,Delivered,-1.0,Matched,matched,2025-06-24,valid,527.55,62576,matched,INVALID_QUANTITY
62670,ORD00002695,CUST007501,PROD0013,2025-12-16,-5,60614.22,Delivered,-5.0,Matched,matched,2025-12-16,valid,60614.22,62670,matched,INVALID_QUANTITY
62805,ORD00043475,CUST006070,PROD0009,2024-07-15,-1,3549.81,Returned,-1.0,Matched,matched,2024-07-15,valid,3549.81,62805,matched,INVALID_QUANTITY
62991,ORD00091730,CUST009215,PROD0032,2025-04-12,,94116.6,Delivered,,Matched,matched,2025-04-12,valid,94116.6,62991,matched,INVALID_QUANTITY
63108,ORD00058613,CUST007296,PROD0090,2025-07-29,6,26975.19,returned,6.0,Matched,matched,2025-07-29,valid,29427.48,63108,Mismatched,INVALID_AMOUNT
63269,ORD00083114,CUST017023,PROD0037,2024-09-12,-1,17899.56,Delivered,-1.0,Matched,matched,2024-09-12,valid,17899.56,63269,matched,INVALID_QUANTITY
63304,ORD00029756,CUST012955,PROD0095,2022-04-01,0,3579.48,Delivered,0.0,Matched,matched,2022-04-01,valid,3579.48,63304,matched,INVALID_QUANTITY
63678,ORD00080323,CUST018220,PROD0068,2025-04-29,0,6416.74,Delivered,0.0,Matched,matched,2025-04-29,valid,6416.74,63678,matched,INVALID_QUANTITY
63816,ORD00041574,CUST019478,PROD0040,2025-08-21,-5,3502.64,Shipped,-5.0,Matched,matched,2025-08-21,valid,3502.64,63816,matched,INVALID_QUANTITY
63851,ORD00042377,CUST005650,PROD0016,2024-10-14,abc,70052.0,Shipped,,Matched,matched,2024-10-14,valid,70052.0,63851,matched,INVALID_QUANTITY
64080,ORD00037193,CUST007948,PROD0022,2022-11-13,-2,18081.64,Shipped,-2.0,Matched,matched,2022-11-13,valid,18081.64,64080,matched,INVALID_QUANTITY
64275,ORD00066538,CUST012842,PROD0091,2025-07-05,-5,197.92,Pending,-5.0,Matched,matched,2025-07-05,valid,197.92,64275,matched,INVALID_QUANTITY
64292,ORD00054932,CUST013954,PROD0068,2022-08-17,-5,19250.22,Returned,-5.0,Matched,matched,2022-08-17,valid,19250.22,64292,matched,INVALID_QUANTITY
64614,ORD00030858,CUST003540,PROD0014,2022-05-16,2,35972.61,delivered,2.0,Matched,matched,2022-05-16,valid,65404.74,64614,Mismatched,INVALID_AMOUNT
64768,ORD00039240,CUST005863,PROD0066,2024-12-13,abc,4687.36,Delivered,,Matched,matched,2024-12-13,valid,4687.36,64768,matched,INVALID_QUANTITY
64809,ORD00057576,CUST015505,PROD0043,2025-06-09,-2,270.98,Delivered,-2.0,Matched,matched,2025-06-09,valid,270.98,64809,matched,INVALID_QUANTITY
64940,ORD00010578,CUST010750,PROD0023,2024-11-30,-2,2058.44,Delivered,-2.0,Matched,matched,2024-11-30,valid,2058.44,64940,matched,INVALID_QUANTITY
64955,ORD00022052,CUST004990,PROD0095,2024-03-26,2,1968.71,delivered,2.0,Matched,matched,2024-03-26,valid,3579.48,64955,Mismatched,INVALID_AMOUNT
65057,ORD00054069,CUST004863,PROD0014,2024-03-06,,32702.37,Delivered,,Matched,matched,2024-03-06,valid,32702.37,65057,matched,INVALID_QUANTITY
65180,ORD00027079,CUST004574,PROD0027,2024-01-28,3,17764.91,delivered,3.0,Matched,matched,2024-01-28,valid,24224.88,65180,Mismatched,INVALID_AMOUNT
65353,ORD00080497,CUST003200,PROD0083,2023-04-15,-2,2057.5,Delivered,-2.0,Matched,matched,2023-04-15,valid,2057.5,65353,matched,INVALID_QUANTITY
65762,ORD00074775,CUST017137,PROD0090,2024-12-23,-5,4904.58,Delivered,-5.0,Matched,matched,2024-12-23,valid,4904.58,65762,matched,INVALID_QUANTITY
65828,ORD00080781,CUST017635,PROD0018,2022-04-02,-2,66633.21,Delivered,-2.0,Matched,matched,2022-04-02,valid,66633.21,65828,matched,INVALID_QUANTITY
65841,ORD00018773,CUST015607,PROD0068,2023-09-16,0,6416.74,Delivered,0.0,Matched,matched,2023-09-16,valid,6416.74,65841,matched,INVALID_QUANTITY
65976,ORD00013778,CUST002073,PROD0062,2025-03-22,6,2667.23,delivered,6.0,Matched,matched,2025-03-22,valid,2909.7,65976,Mismatched,INVALID_AMOUNT
66230,ORD00007307,CUST005573,PROD0007,2025-08-30,0,20506.18,Delivered,0.0,Matched,matched,2025-08-30,valid,20506.18,66230,matched,INVALID_QUANTITY
66292,ORD00043411,CUST005648,PROD0014,2024-10-10,-1,32702.37,Delivered,-1.0,Matched,matched,2024-10-10,valid,32702.37,66292,matched,INVALID_QUANTITY
66322,ORD00085855,CUST013291,PROD0097,2025-07-19,0,134.3,Shipped,0.0,Matched,matched,2025-07-19,valid,134.3,66322,matched,INVALID_QUANTITY
66329,ORD00018008,CUST003563,PROD0043,2022-06-18,abc,270.98,Delivered,,Matched,matched,2022-06-18,valid,270.98,66329,matched,INVALID_QUANTITY
66558,ORD00095505,CUST000383,PROD0030,2025-09-14,,39072.34,Pending,,Matched,matched,2025-09-14,valid,39072.34,66558,matched,INVALID_QUANTITY
66627,ORD00049282,CUST007118,PROD0076,2025-09-10,6,6920.21,delivered,6.0,Matched,matched,2025-09-10,valid,7549.32,66627,Mismatched,INVALID_AMOUNT
66745,ORD00036016,CUST012002,PROD0004,2024-12-26,-1,36063.99,Delivered,-1.0,Matched,matched,2024-12-26,valid,36063.99,66745,matched,INVALID_QUANTITY
67239,ORD00036308,CUST012878,PROD0008,2025-03-17,5,123222.97,delivered,5.0,Matched,matched,2025-03-17,valid,140026.1,67239,Mismatched,INVALID_AMOUNT
67390,ORD00010927,CUST011518,PROD0007,2024-03-19,2,22556.8,delivered,2.0,Matched,matched,2024-03-19,valid,41012.36,67390,Mismatched,INVALID_AMOUNT
67407,ORD00025656,CUST005115,PROD0076,2025-07-20,-5,1258.22,Delivered,-5.0,Matched,matched,2025-07-20,valid,1258.22,67407,matched,INVALID_QUANTITY
67518,ORD00027960,CUST006133,PROD0072,2025-05-10,2,6621.84,delivered,2.0,Matched,matched,2025-05-10,valid,12039.7,67518,Mismatched,INVALID_AMOUNT
67597,ORD00089050,CUST003749,PROD0098,2023-12-10,-5,5022.16,Delivered,-5.0,Matched,matched,2023-12-10,valid,5022.16,67597,matched,INVALID_QUANTITY
67601,ORD00058175,CUST000312,PROD0028,2025-07-31,-2,16100.59,Delivered,-2.0,Matched,matched,2025-07-31,valid,16100.59,67601,matched,INVALID_QUANTITY
67655,ORD00088930,CUST016479,PROD0071,2024-12-13,-1,10789.32,Delivered,-1.0,Matched,matched,2024-12-13,valid,10789.32,67655,matched,INVALID_QUANTITY
67708,ORD00041024,CUST001556,PROD0041,2024-10-19,-1,4558.32,Delivered,-1.0,Matched,matched,2024-10-19,valid,4558.32,67708,matched,INVALID_QUANTITY
67910,ORD00092369,CUST012458,PROD0030,2024-11-16,2,21489.79,pending,2.0,Matched,matched,2024-11-16,valid,39072.34,67910,Mismatched,INVALID_AMOUNT
68586,ORD00031819,CUST004496,PROD0081,2023-04-16,-5,989.41,Shipped,-5.0,Matched,matched,2023-04-16,valid,989.41,68586,matched,INVALID_QUANTITY
68838,ORD00054283,CUST013858,PROD0045,2024-04-17,-1,4932.12,Delivered,-1.0,Matched,matched,2024-04-17,valid,4932.12,68838,matched,INVALID_QUANTITY
68940,ORD00035925,CUST011195,PROD0073,2024-10-26,abc,4493.68,Delivered,,Matched,matched,2024-10-26,valid,4493.68,68940,matched,INVALID_QUANTITY
68954,ORD00039355,CUST009294,PROD0019,2024-05-15,-2,21463.84,Delivered,-2.0,Matched,matched,2024-05-15,valid,21463.84,68954,matched,INVALID_QUANTITY
68960,ORD00000127,CUST001156,PROD0003,2025-10-26,-2,45430.69,Delivered,-2.0,Matched,matched,2025-10-26,valid,45430.69,68960,matched,INVALID_QUANTITY
68972,ORD00024236,CUST009428,PROD0050,2025-09-01,0,11966.55,Delivered,0.0,Matched,matched,2025-09-01,valid,11966.55,68972,matched,INVALID_QUANTITY
69035,ORD00061759,CUST006751,PROD0071,2025-04-23,3,3956.08,cancelled,3.0,Matched,matched,2025-04-23,valid,5394.66,69035,Mismatched,INVALID_AMOUNT
69038,ORD00095473,CUST011484,PROD0076,2025-08-21,-2,1258.22,Delivered,-2.0,Matched,matched,2025-08-21,valid,1258.22,69038,matched,INVALID_QUANTITY
69190,ORD00001551,CUST013857,PROD0014,2025-01-27,,163511.85,Delivered,,Matched,matched,2025-01-27,valid,163511.85,69190,matched,INVALID_QUANTITY
69214,ORD00018518,CUST018738,PROD0075,2025-08-30,5,4962.98,delivered,5.0,Matched,matched,2025-08-30,valid,5639.75,69214,Mismatched,INVALID_AMOUNT
69449,ORD00062060,CUST002386,PROD0012,2025-05-05,4,156308.95,pending,4.0,Matched,matched,2025-05-05,valid,189465.4,69449,Mismatched,INVALID_AMOUNT
69726,ORD00010452,CUST002964,PROD0037,2025-06-16,3,39379.03,delivered,3.0,Matched,matched,2025-06-16,valid,53698.68000000001,69726,Mismatched,INVALID_AMOUNT
69829,ORD00056199,CUST015642,PROD0041,2025-06-28,0,4558.32,Delivered,0.0,Matched,matched,2025-06-28,valid,4558.32,69829,matched,INVALID_QUANTITY
69875,ORD00075028,CUST011908,PROD0076,2024-09-08,-2,3774.66,Delivered,-2.0,Matched,matched,2024-09-08,valid,3774.66,69875,matched,INVALID_QUANTITY
70550,ORD00055959,CUST019286,PROD0078,2023-07-03,0,169.42,Pending,0.0,Matched,matched,2023-07-03,valid,169.42,70550,matched,INVALID_QUANTITY
70630,ORD00054672,CUST003911,PROD0034,2024-09-16,-1,18768.9,Shipped,-1.0,Matched,matched,2024-09-16,valid,18768.9,70630,matched,INVALID_QUANTITY
70677,ORD00008512,CUST008798,PROD0073,2025-11-20,,4493.68,Cancelled,,Matched,matched,2025-11-20,valid,4493.68,70677,matched,INVALID_QUANTITY
70939,ORD00062960,CUST000801,PROD0026,2025-12-12,4,35760.15,delivered,4.0,Matched,matched,2025-12-12,valid,43345.64,70939,Mismatched,INVALID_AMOUNT
71087,ORD00070119,CUST012055,PROD0093,2024-08-11,-2,2326.38,Pending,-2.0,Matched,matched,2024-08-11,valid,2326.38,71087,matched,INVALID_QUANTITY
71233,ORD00079744,CUST007597,PROD0025,2025-10-07,2,19597.1,delivered,2.0,Matched,matched,2025-10-07,valid,35631.1,71233,Mismatched,INVALID_AMOUNT
71239,ORD00065387,CUST010853,PROD0029,2025-10-20,-2,38299.41,Delivered,-2.0,Matched,matched,2025-10-20,valid,38299.41,71239,matched,INVALID_QUANTITY
71459,ORD00046331,CUST015646,PROD0086,2025-07-20,0,175.09,Delivered,0.0,Matched,matched,2025-07-20,valid,175.09,71459,matched,INVALID_QUANTITY
71620,ORD00007410,CUST006484,PROD0039,2025-09-23,2,4915.31,shipped,2.0,Matched,matched,2025-09-23,valid,8936.92,71620,Mismatched,INVALID_AMOUNT
71923,ORD00079573,CUST009089,PROD0086,2024-08-28,-5,350.18,Shipped,-5.0,Matched,matched,2024-08-28,valid,350.18,71923,matched,INVALID_QUANTITY
71996,ORD00073937,CUST000853,PROD0067,2025-01-16,-2,2217.06,Delivered,-2.0,Matched,matched,2025-01-16,valid,2217.06,71996,matched,INVALID_QUANTITY
72051,ORD00072470,CUST018578,PROD0013,2025-03-24,-1,20204.74,Delivered,-1.0,Matched,matched,2025-03-24,valid,20204.74,72051,matched,INVALID_QUANTITY
72372,ORD00054004,CUST004330,PROD0048,2024-09-01,2,2680.85,delivered,2.0,Matched,matched,2024-09-01,valid,4874.28,72372,Mismatched,INVALID_AMOUNT
72470,ORD00058357,CUST005800,PROD0047,2024-05-19,4,9137.04,delivered,4.0,Matched,matched,2024-05-19,valid,11075.2,72470,Mismatched,INVALID_AMOUNT
72564,ORD00030511,CUST003801,PROD0035,2025-03-20,5,76572.28,pending,5.0,Matched,matched,2025-03-20,valid,87013.95000000001,72564,Mismatched,INVALID_AMOUNT
72829,ORD00020078,CUST007371,PROD0011,2023-02-10,abc,8597.76,Cancelled,,Matched,matched,2023-02-10,valid,8597.76,72829,matched,INVALID_QUANTITY
72885,ORD00026871,CUST019573,PROD0030,2025-02-03,0,19536.17,Shipped,0.0,Matched,matched,2025-02-03,valid,19536.17,72885,matched,INVALID_QUANTITY
73127,ORD00066050,CUST013289,PROD0085,2024-03-13,2,4712.09,pending,2.0,Matched,matched,2024-03-13,valid,8567.44,73127,Mismatched,INVALID_AMOUNT
73243,ORD00082737,CUST004149,PROD0020,2025-05-14,,142777.74,Shipped,,Matched,matched,2025-05-14,valid,142777.74,73243,matched,INVALID_QUANTITY
73350,ORD00040072,CUST004578,PROD0076,2021-11-27,3,2768.08,delivered,3.0,Matched,matched,2021-11-27,valid,3774.66,73350,Mismatched,INVALID_AMOUNT
73354,ORD00002748,CUST019136,PROD0057,2023-12-31,,1501.17,Cancelled,,Matched,matched,2023-12-31,valid,1501.17,73354,matched,INVALID_QUANTITY
73736,ORD00021896,CUST015119,PROD0094,2024-08-26,0,4220.4,Returned,0.0,Matched,matched,2024-08-26,valid,4220.4,73736,matched,INVALID_QUANTITY
73773,ORD00026802,CUST006959,PROD0032,2024-10-28,-2,47058.3,Shipped,-2.0,Matched,matched,2024-10-28,valid,47058.3,73773,matched,INVALID_QUANTITY
73893,ORD00048181,CUST003814,PROD0026,2024-06-08,2,11920.05,shipped,2.0,Matched,matched,2024-06-08,valid,21672.82,73893,Mismatched,INVALID_AMOUNT
73955,ORD00098424,CUST019402,PROD0092,2024-12-27,5,15727.05,delivered,5.0,Matched,matched,2024-12-27,valid,17871.65,73955,Mismatched,INVALID_AMOUNT
